"DO NOT EDIT ANY CELL VALUES! - JUST ADD YOUR COMMENTS! (but if you edit, highlight the cell in yellow!)",,,,,,,,,,,,,,,,,,,,https://ieee-cas.org/award/outstanding-paper-awards/outstanding-young-author-award,
award_SA,record_count,award_name,award_link,individual,award_year,awardee_name,awardee_gender,gender_source,affiliation_institution,affiliation_country,affiliation_info_source,awardee_comment1,shared,awardee_profile_shown,awardee_photo_shown,awardee_comment2,awarded_paper_ref,awarded_paper_doi,checked,checker_name,checker_comment
Neuroscience,16,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2010,Alex Zacharek,M,photo,"Henry Ford Health Sciences Center, Detroit",USA,article,https://www.researchgate.net/profile/Alex-Zacharek-2,yes,no,no,,"Zacharek A, Shehadah A, Chen J, Cui X, Roberts C, Lu M, Chopp M. Comparison of bone marrow stromal cells derived from stroke and normal rats for stroke treatment. Stroke. 2010 Mar;41(3):524-30. doi: 10.1161/STROKEAHA.109.568881",10.1161/STROKEAHA.109.568881,yes,Joshua Reilly (Wang),
Neuroscience,17,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2010,Amjad Shehadah,M,photo,"Henry Ford Health Sciences Center, Detroit",USA,article,https://connects.catalyst.harvard.edu/Profiles/display/Person/157011,yes,no,no,,"Zacharek A, Shehadah A, Chen J, Cui X, Roberts C, Lu M, Chopp M. Comparison of bone marrow stromal cells derived from stroke and normal rats for stroke treatment. Stroke. 2010 Mar;41(3):524-30. doi: 10.1161/STROKEAHA.109.568881",10.1161/STROKEAHA.109.568881,yes,Joshua Reilly (Wang),
Neuroscience,18,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2010,Jieli Chen,F,photo,"Henry Ford Health Sciences Center, Detroit",USA,article,https://www.researchgate.net/profile/Jieli-Chen-3,yes,no,no,,"Zacharek A, Shehadah A, Chen J, Cui X, Roberts C, Lu M, Chopp M. Comparison of bone marrow stromal cells derived from stroke and normal rats for stroke treatment. Stroke. 2010 Mar;41(3):524-30. doi: 10.1161/STROKEAHA.109.568881",10.1161/STROKEAHA.109.568881,yes,Joshua Reilly (Wang),
Neuroscience,19,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2009,Gretchen E. Tietjen,F,name,"University of Toledo College of Medicine and Life Sciences, Toledo",USA,article,,no,no,no,,"Tietjen GE, Maly EF. Migraine and Ischemic Stroke in Women. A Narrative Review. Headache. 2020 May;60(5):843-863. doi: 10.1111/head.13796",10.1111/head.13796,yes,Joshua Reilly (Wang),
Neuroscience,20,Stroke Progress and Innovation Award,https://www.ahajournals.org/str/progress-and-innovation-award-recipients,yes,2008,Laurent Pierot,M,name,Hôpital Maison-Blanche,France,article,,no,no,no,,"Pierot L, Spelle L, Vitry F; ATENA Investigators. Immediate clinical outcome of patients harboring unruptured intracranial aneurysms treated by endovascular approach: results of the ATENA study. Stroke. 2008 Sep;39(9):2497-504. doi: 10.1161/STROKEAHA.107.512756",10.1161/STROKEAHA.107.512756,yes,Joshua Reilly (Wang),
Nursing,1,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2020,Erica L. Eliason,F,name,Columbia University,USA,article,,no,no,no,,Eliason EL. Adoption of Medicaid Expansion Is Associated with Lower Maternal Mortality. Womens Health Issues. 2020 May-Jun;30(3):147-152. doi: 10.1016/j.whi.2020.01.005,10.1016/j.whi.2020.01.005,yes,Robert M. Ross,"The webpage also includes the 2022 prize and the 2021 prize, but this spreadsheet starts at 2020. Is there a reason for this? Or did they just get missed? If they got missed shall I add these rows myself?"
Nursing,2,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2019,Sarah C.M. Roberts,F,name,"University of California, San Francisco",USA,article,,no,no,no,,"Roberts SCM, Mericle AA, Subbaraman MS, Thomas S, Treffers RD, Delucchi KL, Kerr WC. State Policies Targeting Alcohol Use during Pregnancy and Alcohol Use among Pregnant Women 1985-2016: Evidence from the Behavioral Risk Factor Surveillance System. Womens Health Issues. 2019 May-Jun;29(3):213-221. doi: 10.1016/j.whi.2019.02.001",10.1016/j.whi.2019.02.001,yes,Robert M. Ross,
Nursing,3,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2018,Emily M. Johnston,F,name,"Emory University, Atlanta",USA,article,,no,no,no,,"Johnston EM, Strahan AE, Joski P, Dunlop AL, Adams EK. Impacts of the Affordable Care Act's Medicaid Expansion on Women of Reproductive Age: Differences by Parental Status and State Policies. Womens Health Issues. 2018 Mar-Apr;28(2):122-129. doi: 10.1016/j.whi.2017.11.005",10.1016/j.whi.2017.11.005,yes,Robert M. Ross,
Nursing,4,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2017,Soumitra S. Bhuyan,M,name,"University of Memphis, Memphis",USA,article,,no,no,no,,"Bhuyan SS, Shiyanbola O, Kedia S, Chandak A, Wang Y, Isehunwa OO, Anunobi N, Ebuenyi I, Deka P, Ahn S, Chang CF. Does Cost-Related Medication Nonadherence among Cardiovascular Disease Patients Vary by Gender? Evidence from a Nationally Representative Sample. Womens Health Issues. 2017 Jan-Feb;27(1):108-115. doi: 10.1016/j.whi.2016.10.004",10.1016/j.whi.2016.10.004,yes,Robert M. Ross,
Nursing,5,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2017,Maeve Ellen Wallace,F,name,"Tulane University, New Orleans",USA,article,,no,no,no,,"Wallace ME, Evans MG, Theall K. The Status of Women's Reproductive Rights and Adverse Birth Outcomes. Womens Health Issues. 2017 Mar-Apr;27(2):121-128. doi: 10.1016/j.whi.2016.12.013",10.1016/j.whi.2016.12.013,yes,Robert M. Ross,
Nursing,6,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2016,Aimee R. Kroll-Desrosiers,F,name,University of Massachusetts,USA,article,,no,no,no,,"Kroll-Desrosiers AR, Skanderson M, Bastian LA, Brandt CA, Haskell S, Kerns RD, Mattocks KM. Receipt of Prescription Opioids in a National Sample of Pregnant Veterans Receiving Veterans Health Administration Care. Womens Health Issues. 2016 Mar-Apr;26(2):240-6. doi: 10.1016/j.whi.2015.09.010",10.1016/j.whi.2015.09.010,yes,Robert M. Ross,
Nursing,7,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2015,Miao Jiang,F,photo,"George Mason University, Fairfax",USA,article,https://www.linkedin.com/in/miao-jiang/,no,no,no,,"Jiang M, Hughes DR, Duszak R Jr. Screening Mammography Rates in the Medicare Population before and after the 2009 U.S. Preventive Services Task Force Guideline Change: An Interrupted Time Series Analysis. Womens Health Issues. 2015 May-Jun;25(3):239-45. doi: 10.1016/j.whi.2015.03.002",10.1016/j.whi.2015.03.002,yes,Robert M. Ross,
Nursing,8,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2014,Hailee K. Dunn,F,name,Brown University,USA,article,,no,no,no,,"Dunn HK, Gjelsvik A, Pearlman DN, Clark MA. Association between sexual behaviors, bullying victimization and suicidal ideation in a national sample of high school students: implications of a sexual double standard. Womens Health Issues. 2014 Sep-Oct;24(5):567-74. doi: 10.1016/j.whi.2014.06.008",10.1016/j.whi.2014.06.008,yes,Robert M. Ross,
Nursing,9,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2013,Cynthia A. LeardMann,F,name,"Naval Health Research Center, San Diego",USA,article,,no,no,no,,"Leardmann CA, Pietrucha A, Magruder KM, Smith B, Murdoch M, Jacobson IG, Ryan MA, Gackstetter G, Smith TC; Millennium Cohort Study Team. Combat deployment is associated with sexual harassment or sexual assault in a large, female military cohort. Womens Health Issues. 2013 Jul-Aug;23(4):e215-23. doi: 10.1016/j.whi.2013.05.002",10.1016/j.whi.2013.05.002,yes,Robert M. Ross,
Nursing,10,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2012,Nathan L. Hale,M,name,"University of South Carolina, Columbia",USA,article,,no,no,no,,"Hale NL, Probst JC, Liu J, Martin AB, Bennett KJ, Glover S. Postpartum screening for diabetes among Medicaid-eligible South Carolina women with gestational diabetes. Womens Health Issues. 2012 Mar;22(2):e163-9. doi: 10.1016/j.whi.2011.08.003",10.1016/j.whi.2011.08.003,yes,Robert M. Ross,
Nursing,11,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2011,Jacqueline L. Angel,F,name,University of Texas at Austin,USA,article,,no,no,no,,"Angel JL, Montez JK, Angel RJ. A window of vulnerability: health insurance coverage among women 55 to 64 years of age. Womens Health Issues. 2011 Jan-Feb;21(1):6-11. doi: 10.1016/j.whi.2010.07.011",10.1016/j.whi.2010.07.011,yes,Robert M. Ross,
Nursing,12,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2010,Diana Greene Foster,F,name,"University of California, San Francisco",USA,article,,no,no,no,,"Foster DG, Raine TR, Brindis C, Rostovtseva DP, Darney PD. Should providers give women advance provision of emergency contraceptive pills? A cost-effectiveness analysis. Womens Health Issues. 2010 Jul-Aug;20(4):242-7. doi: 10.1016/j.whi.2010.03.003",10.1016/j.whi.2010.03.003,yes,Robert M. Ross,
Nursing,13,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2009,Paula Lantz,F,name,University of Michigan Ann Arbor,USA,article,,no,no,no,,"Lantz PM, Soliman S. An evaluation of a Medicaid expansion for cancer care: The Breast and Cervical Cancer Prevention and Treatment Act of 2000. Womens Health Issues. 2009 Jul-Aug;19(4):221-31. doi: 10.1016/j.whi.2009.04.001",10.1016/j.whi.2009.04.001,yes,Robert M. Ross,
Nursing,14,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2008,Sherry Glied,F,name,"Columbia University, New York",USA,article,,no,no,no,,"Glied S, Jack K, Rachlin J. Women's health insurance coverage 1980-2005. Womens Health Issues. 2008 Jan-Feb;18(1):7-16. doi: 10.1016/j.whi.2007.10.002",10.1016/j.whi.2007.10.002,yes,Robert M. Ross,
Nursing,15,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2007,Richard C. Lindrooth,M,name,"Medical University of South Carolina, Charleston",USA,article,,no,no,no,,"Lindrooth RC, McCullough JS. The effect of Medicaid family planning expansions on unplanned births. Womens Health Issues. 2007 Mar-Apr;17(2):66-74. doi: 10.1016/j.whi.2007.02.012",10.1016/j.whi.2007.02.012,yes,Robert M. Ross,
Nursing,16,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2006,Joan S. Tucker,F,name,"RAND Corporation, Santa Monica",USA,article,,no,no,no,,"Tucker JS, Ellickson PL, Orlando M, Klein DJ. Cigarette smoking from adolescence to young adulthood: women's developmental trajectories and associates outcomes. Womens Health Issues. 2006 Jan-Feb;16(1):30-7. doi: 10.1016/j.whi.2005.08.004",10.1016/j.whi.2005.08.004,yes,Robert M. Ross,
Nursing,17,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2005,JiWon R. Lee,F,pronouns,Columbia University,USA,article,https://www.whijournal.com/article/S1049-3867(06)00092-2/fulltext,no,no,no,,"Lee JR, Paultre F, Mosca L. The association between educational level and risk of cardiovascular disease fatality among women with cardiovascular disease. Womens Health Issues. 2005 Mar-Apr;15(2):80-8. doi: 10.1016/j.whi.2004.11.004",10.1016/j.whi.2004.11.004,yes,Robert M. Ross,
Nursing,18,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2004,Dawn M. Upchurch,F,name,"UCLA School of Public Health, Los Angeles",USA,article,,no,no,no,,"Upchurch DM, Kusunoki Y. Associations between forced sex, sexual and protective practices, and sexually transmitted diseases among a national sample of adolescent girls. Womens Health Issues. 2004 May-Jun;14(3):75-84. doi: 10.1016/j.whi.2004.03.006",10.1016/j.whi.2004.03.006,yes,Robert M. Ross,
Nursing,19,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2003,Sherry L. Grace,F,name,"University Health Network Women's Health Program, toronto",Canada,article,,no,no,no,,"Grace SL, Abbey SE, Bisaillon S, Shnek ZM, Irvine J, Stewart DE. Presentation, delay, and contraindication to thrombolytic treatment in females and males with myocardial infarction. Womens Health Issues. 2003 Nov-Dec;13(6):214-21. doi: 10.1016/j.whi.2003.09.002",10.1016/j.whi.2003.09.002,yes,Robert M. Ross,
Nursing,20,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2002,Sarah Hudson Scholle,F,name,University of Pittsburgh,USA,article,,no,no,no,,"Scholle SH, Chang JC, Harman J, McNeil M. Trends in women's health services by type of physician seen: data from the 1985 and 1997-98 NAMCS. Womens Health Issues. 2002 Jul-Aug;12(4):165-77. doi: 10.1016/s1049-3867(02)00139-1",10.1016/s1049-3867(02)00139-1,yes,Robert M. Ross,"I don't know where information about the paper was found. Announcements for recent awards show information going back to 1996, but only include names (not papers). Should we code back to 1996? See: https://www.whijournal.com/article/S1049-3867(22)00174-8/fulltext"
Nursing,21,Charles E. Gibbs Leadership Prize ,https://jiwh.publichealth.gwu.edu/womens-health-issues/gibbs-leadership-prize,yes,2001,Sandra K. Pope,F,name,"University of Arkansas for Medical Sciences, Little Rock",USA,article,,no,no,no,,"Pope SK, Sowers MF, Welch GW, Albrecht G. Functional limitations in women at midlife: the role of health conditions, behavioral and environmental factors. Womens Health Issues. 2001 Nov-Dec;11(6):494-502. doi: 10.1016/s1049-3867(01)00089-5",10.1016/s1049-3867(01)00089-5,yes,Robert M. Ross,"I don't know where information about the paper was found. Announcements for recent awards show information going back to 1996, but only include names (not papers). Should we code back to 1996? See: https://www.whijournal.com/article/S1049-3867(22)00174-8/fulltext"
Nursing,1,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2022,Roger A. Sunde,M,pronouns,University of Wisconsin,USA,award page,,no,yes,yes,,"Roger A Sunde, Gene Set Enrichment Analysis of Selenium-Deficient and High-Selenium Rat Liver Transcript Expression and Comparison With Turkey Liver Expression, The Journal of Nutrition, Volume 151, Issue 4, April 2021, Pages 772–784, https://doi.org/10.1093/jn/nxaa333",10.1093/jn/nxaa333,yes,Robert M. Ross,
Nursing,2,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2021,Simone Passarelli,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,3,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2020,Philipp Hofmann,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,4,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2019,Yun Hu,F,name,YANGZHOU University,China,other,,no,no,no,no article info,,,yes,Yefeng,https://dkxy.yzu.edu.cn/szll/jzgml.htm
Nursing,5,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2018,Meng-Tsz Tsai,M,name,National Taiwan University,China,other,,yes,no,no,no article info,,,yes,Yefeng,
Nursing,6,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2018,Shih-Torng Ding,M,photo,,,,https://ntuvp.ntu.edu.tw/English/vpacademic.aspx,yes,no,no,no article info,,,yes,Robert M. Ross,
Nursing,7,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2017,Lv-Hui Sun,M,photo,,,,https://scholar.google.com/citations?user=NQvpBPMAAAAJ&hl=en,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,8,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2016,Sami Dridi,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,9,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2014,Melissa K. Gregory,F,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,10,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2012,Xingen Lei,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,11,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2010,Sophie Tesseraud,F,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,12,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2009,Eric Wong,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,13,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2008,Ryan Dilger,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,14,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2007,Trevor K. Smith,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,15,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2006,"K. E. Webb, Jr.",M,name,,,,Kenny,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,16,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2005,F. Bradley Hillgartner,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,17,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2004,Elizabeth Koutsos,F,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,18,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2003,Barry Starcher,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,19,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2002,Adam J. Davis,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,20,Milton L. Sunde Award for Avian Research,https://academic.oup.com/jn/pages/milton-l-sunde-award,yes,2001,Zehava Uni,F,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,1,Richard Kalish Innovative Publication Award,https://www.geron.org/membership/awards/behavioral-and-social-sciences-section-awards?start=1,yes,2022,William Chopik,M,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
Nursing,2,Richard Kalish Innovative Publication Award,https://www.geron.org/membership/awards/behavioral-and-social-sciences-section-awards?start=1,yes,2021,Stephanie J. Wilson,F,name,,,,,no,no,no,no article info,,,yes,Robert M. Ross,
